"SYMBOL","COMPANY","NAME(S) OF THE ACQUIRER AND ITS (PAC)","DATE OF ACQUISITION / SALE OF SHARES / VR / DATE OF RECEIPT OF INTIMATION OF","TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT)","TOTAL SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","TOTAL AFTER ACQUISITION/SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","REGULATION","BROADCAST DATE/ TIME"
"SIGMA","Sigma Solve Limited","Dipti Jayeshbhai Shah","02-MAR-2021 to 03-MAR-2021","9000",,"9000","Reg29(2)","04-Mar-2021, 16-10"
"MAHICKRA","Mahickra Chemicals Limited","Ashishkumar  C.Gandhi","03-MAR-2021 to 03-MAR-2021","1500",,"1757123","Reg29(2)","04-Mar-2021, 16-08"
"SHRENIK","Shrenik Limited","Kaivan Vimawala","01-MAR-2021 to 02-MAR-2021",,"1406900","17560178","Reg29(2)","03-Mar-2021, 19-26"
"STEELCITY","Steel City Securities Limited","STEEL CITY FINANCIAL SERVICES PRIV ATE LIMITED","01-MAR-2021 to 02-MAR-2021","147000",,"500000","Reg29(2)","03-Mar-2021, 19-26"
"STEELCITY","Steel City Securities Limited","KAMIREDDI SATYANARAYANA","01-MAR-2021 to 02-MAR-2021","7000",,"1590526","Reg29(2)","03-Mar-2021, 19-26"
"STEELCITY","Steel City Securities Limited","TENTU APPARAO","01-MAR-2021 to 02-MAR-2021","57835",,"242428","Reg29(2)","03-Mar-2021, 19-26"
"STEELCITY","Steel City Securities Limited","K. S. V. RAMESH BABU","01-MAR-2021 to 02-MAR-2021","10000",,"153549","Reg29(2)","03-Mar-2021, 19-26"
"KELLTONTEC","Kellton Tech Solutions Limited","Kellton Wealth Management LLP","24-DEC-2020 to 24-DEC-2020",,"1000000","10933384","Reg29(2)","03-Mar-2021, 19-14"
"TEXRAIL","Texmaco Rail & Engineering Limited","Texmaco Infrastructure & Holdings Limited","24-FEB-2021 to 24-FEB-2021",,,"58500000","Reg29(2)","03-Mar-2021, 19-14"
"PARACABLES","Paramount Communications Limited","Sanjay Aggarwal along with PAC","25-FEB-2021 to 25-FEB-2021",,,"120618303","Reg29(2)","03-Mar-2021, 19-12"
"GMRINFRA","GMR Infrastructure Limited","GMR Enterprises Private Limited along with PAC","26-FEB-2021 to 02-MAR-2021",,"44100000","2942043150","Reg29(2)","03-Mar-2021, 19-10"
"MAHICKRA","Mahickra Chemicals Limited","Anitaben Ashishkumar Gandhi","02-MAR-2021 to 02-MAR-2021","1500",,"195400","Reg29(2)","03-Mar-2021, 18-34"
"MAHICKRA","Mahickra Chemicals Limited","Anitaben Ashishkumar Gandhi","02-MAR-2021 to 02-MAR-2021","1500",,"193900","Reg29(2)","03-Mar-2021, 18-34"
"MAHICKRA","Mahickra Chemicals Limited","Anitaben Ashishkumar Gandhi","02-MAR-2021 to 02-MAR-2021","1500",,"192400","Reg29(2)","03-Mar-2021, 18-32"
"PASHUPATI","Pashupati Cotspin Limited","Shree Pashupati Fabric LLP","02-MAR-2021 to 02-MAR-2021","12800",,"14400","Reg29(2)","03-Mar-2021, 18-32"
"PALASHSECU","Palash Securities Limited","Deepshikha Trading Company Private Limited","02-MAR-2021 to 03-MAR-2021","23423",,"687552","Reg29(2)","03-Mar-2021, 18-30"
"PRAKASH","Prakash Industries Limited","Shri Ved Prakash Agarwal","01-MAR-2021 to 02-MAR-2021","40000",,"8588907","Reg29(2)","03-Mar-2021, 18-30"
"PRECOT","Precot Limited","Sarath Chandran","26-FEB-2021 to 26-FEB-2021","5835",,"7371600","Reg29(1)","03-Mar-2021, 18-30"
"ALMONDZ","Almondz Global Securities Limited","Navjeet Singh Sobti (HUF)","02-MAR-2021 to 02-MAR-2021","1841",,"87482","Reg29(2)","03-Mar-2021, 18-28"
"MAHICKRA","Mahickra Chemicals Limited","Komal Mitesh Gandhi","02-MAR-2021 to 02-MAR-2021","1500",,"888613","Reg29(2)","03-Mar-2021, 18-28"
"PRECOT","Precot Limited","Sarath Chandran","01-MAR-2021 to 01-MAR-2021","9000",,"7380600","Reg29(1)","03-Mar-2021, 18-28"
"MAHICKRA","Mahickra Chemicals Limited","Ashishkumar  C.Gandhi","02-MAR-2021 to 02-MAR-2021","1500",,"1754123","Reg29(2)","03-Mar-2021, 18-26"
"MAHICKRA","Mahickra Chemicals Limited","Ashishkumar  C.Gandhi","02-MAR-2021 to 02-MAR-2021","1500",,"1755623","Reg29(2)","03-Mar-2021, 18-26"
"UNIENTER","Uniphos Enterprises Limited","Nerka Chemicals Private Limited","01-MAR-2021 to 02-MAR-2021","247000",,"50966612","Reg29(2)","03-Mar-2021, 18-24"
"TECHNOE","Techno Electric & Engineering Company Limited","SBI Mutual Fund under its Various Scheme","02-MAR-2021 to 02-MAR-2021",,"1092561","6743810","Reg29(2)","03-Mar-2021, 17-40"
"TECHNOE","Techno Electric & Engineering Company Limited","SBI Mutual Fund under its various schemes","02-MAR-2021 to 02-MAR-2021",,"1092561","6743810","Reg29(2)","03-Mar-2021, 17-40"
"DEEPAKFERT","Deepak Fertilizers And Petrochemicals Corporation Limited","Robust Marketing Services Private Limited","02-MAR-2021 to 02-MAR-2021","15000",,"10116044","Reg29(2)","03-Mar-2021, 17-38"
"ENGINERSIN","Engineers India Limited","The President of India acting through Ministry of Petroleum and Natural Gas, Government of India","15-FEB-2021 to 15-FEB-2021",,"36946140","288458584","Reg29(2)","03-Mar-2021, 17-38"
"RICOAUTO","Rico Auto Industries Limited","Nyla Kapur","02-MAR-2021 to 03-MAR-2021","11000",,"375040","Reg29(2)","03-Mar-2021, 17-36"
"RICOAUTO","Rico Auto Industries Limited","Arvind Kapur","02-MAR-2021 to 03-MAR-2021","11000",,"12685960","Reg29(2)","03-Mar-2021, 17-36"
"RICOAUTO","Rico Auto Industries Limited","Arun Kapur","02-MAR-2021 to 03-MAR-2021","11000",,"8767599","Reg29(2)","03-Mar-2021, 17-36"
"LGBFORGE","LGB Forge Limited","K Arjun","02-MAR-2021 to 02-MAR-2021",,"50070","0","Reg29(2)","03-Mar-2021, 17-34"
"SIGIND","Signet Industries Limited","Mukesh Sangla","02-MAR-2021 to 02-MAR-2021","500",,"819586","Reg29(2)","03-Mar-2021, 17-34"
"LGBFORGE","LGB Forge Limited","K Arjun","01-MAR-2021 to 01-MAR-2021",,"200000","50070","Reg29(2)","03-Mar-2021, 09-40"
"LGBFORGE","LGB Forge Limited","K Arjun","01-MAR-2021 to 01-MAR-2021",,"200000","50070","Reg29(2)","03-Mar-2021, 09-40"
"SIGIND","Signet Industries Limited","Mukesh Sangla","02-MAR-2021 to 02-MAR-2021","500",,"819586","Reg29(2)","03-Mar-2021, 09-40"
"BLBLIMITED","BLB Limited","Brij Rattan Bagri","01-MAR-2021 to 01-MAR-2021","265000",,"33439803","Reg29(2)","03-Mar-2021, 09-38"
"NCLIND","NCL Industries Limited","Ashven Datla","01-MAR-2021 to 01-MAR-2021","17300",,"1659455","Reg29(2)","03-Mar-2021, 09-38"
"ESABINDIA","Esab India Limited","ACACIA II PARTNERS LP,ACACIA INSTITUTIONAL PARTNERS LP , ACACIA PARTNERS LP, ACACIA CONSERVATION FUND LP, ACACIA BANYAN PARTNERS","26-FEB-2021 to 26-FEB-2021",,"397000","578908","Reg29(2)","03-Mar-2021, 09-36"
"PASHUPATI","Pashupati Cotspin Limited","Shree Pashupati Fabric LLP","01-MAR-2021 to 01-MAR-2021","1600",,"1600","Reg29(2)","03-Mar-2021, 09-36"
"GODFRYPHLP","Godfrey Phillips India Limited","K K Modi Investment And Financial Services Private Limited along with PACs","01-MAR-2021 to 01-MAR-2021","3720",,"24674953","Reg29(2)","03-Mar-2021, 09-34"
"RGL","Renaissance Global Limited","Reena Ahuja along with PACs","24-FEB-2021 to 24-FEB-2021","60355",,"220799","Reg29(1)","03-Mar-2021, 09-34"
"PALASHSECU","Palash Securities Limited","Sonali Commercial Limited","01-MAR-2021 to 02-MAR-2021","8692",,"512658","Reg29(2)","03-Mar-2021, 09-32"
"PRECOT","Precot Limited","Sarath Chandran","01-MAR-2021 to 01-MAR-2021","9000",,"1260600","Reg29(1)","03-Mar-2021, 09-32"
"ORIENTBELL","Orient Bell Limited","Madhur Daga","02-MAR-2021 to 02-MAR-2021","1750",,"1309306","Reg29(2)","02-Mar-2021, 20-26"
"ORIENTBELL","Orient Bell Limited","Sarla Daga","02-MAR-2021 to 02-MAR-2021","2000",,"741449","Reg29(2)","02-Mar-2021, 20-26"
"ORIENTBELL","Orient Bell Limited","FREESIA INVESTMENT AND TRADING COMPANY LIMITED","02-MAR-2021 to 02-MAR-2021","2898",,"629962","Reg29(2)","02-Mar-2021, 20-26"
"DEEPAKFERT","Deepak Fertilizers And Petrochemicals Corporation Limited","Robust Marketing Services Private Limited","01-MAR-2021 to 01-MAR-2021","8000",,"10101044","Reg29(2)","02-Mar-2021, 20-24"
"MAXIND","Max India Limited","RAJASTHAN GLOBAL SECURITIES PVT. LTD","02-MAR-2021 to 02-MAR-2021","181371",,"2835314","Reg29(1)","02-Mar-2021, 20-24"
"ESABINDIA","Esab India Limited","SBI Mutual Fund under its various schemes","26-FEB-2021 to 26-FEB-2021","397000",,"1322225","Reg29(2)","02-Mar-2021, 18-02"
"PNC","Pritish Nandy Communications Limited","Ideas.com India Pvt Ltd","01-MAR-2021 to 01-MAR-2021","594409",,"2337415","Reg29(2)","02-Mar-2021, 18-00"
"SIGIND","Signet Industries Limited","Mukesh Sangla","01-MAR-2021 to 01-MAR-2021","600",,"819086","Reg29(2)","02-Mar-2021, 18-00"
"STEELCITY","Steel City Securities Limited","KAMIREDDI SATYANARAYANA","01-MAR-2021 to 01-MAR-2021","2527",,"1583526","Reg29(2)","02-Mar-2021, 15-02"
"SHRENIK","Shrenik Limited","Kaivan Vinrawala","25-FEB-2021 to 26-FEB-2021",,"2467000","18967078","Reg29(2)","02-Mar-2021, 15-00"
"HUBTOWN","Hubtown Limited","Vyomesn Shah","26-FEB-2021 to 26-FEB-2021","25000",,"25000","Reg29(2)","02-Mar-2021, 14-58"
"HUBTOWN","Hubtown Limited","LATA M SHAH","26-FEB-2021 to 26-FEB-2021",,"25000","0","Reg29(2)","02-Mar-2021, 14-58"
"SIGIND","Signet Industries Limited","Mukesh Sangla","01-MAR-2021 to 01-MAR-2021","600",,"819086","Reg29(2)","02-Mar-2021, 13-04"
"ASHAPURMIN","Ashapura Minechem Limited","Ashapura Industrial Finance Limited","26-FEB-2021 to 26-FEB-2021","25000",,"9223886","Reg29(2)","02-Mar-2021, 06-00"
"LINCOLN","Lincoln Pharmaceuticals Limited","Munjal Mahendrabhai Patel alnogwith PACs","25-FEB-2021 to 26-FEB-2021","76000",,"1305500","Reg29(2)","02-Mar-2021, 06-00"
"ADANIENT","Adani Enterprises Limited","SBICAP Trustee Company Limited","26-FEB-2021 to 26-FEB-2021",,"300000","5181375","Reg29(2)","01-Mar-2021, 22-48"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","SBICAP Trustee Company Ltd","26-FEB-2021 to 26-FEB-2021",,"1000000","5550326","Reg29(2)","01-Mar-2021, 22-46"
"ADANITRANS","Adani Transmission Limited","SBICAP Trustee Company Ltd","26-FEB-2021 to 26-FEB-2021",,,"4407506","Reg29(2)","01-Mar-2021, 22-44"
"GESHIP","The Great Eastern Shipping Company Limited","ICICI Prudential Mutual Fund","25-FEB-2021 to 25-FEB-2021",,"153030","10699877","Reg29(2)","01-Mar-2021, 22-34"
"DEEPAKFERT","Deepak Fertilizers And Petrochemicals Corporation Limited","Robust Marketing Services Private Limited","26-FEB-2021 to 26-FEB-2021","53500",,"10093044","Reg29(2)","01-Mar-2021, 20-30"
"RGL","Renaissance Global Limited","Reena Ahuja alongwith PACs","24-FEB-2021 to 24-FEB-2021","60355",,"220799","Reg29(1)","01-Mar-2021, 19-58"
"ORIENTALTL","Oriental Trimex Limited","Elite Stonetech Private Limited","26-FEB-2021 to 26-FEB-2021",,"200000","144602","Reg29(2)","01-Mar-2021, 19-56"
"VASCONEQ","Vascon Engineers Limited","Santosh Sundararajan","26-FEB-2021 to 26-FEB-2021","1006250",,"9140643","Reg29(1)","01-Mar-2021, 19-56"
"GAMMNINFRA","Gammon Infrastructure Projects Limited","ICICI Bank Limited","25-FEB-2021 to 25-FEB-2021",,"24232537","68783070","Reg29(2)","01-Mar-2021, 19-54"
"SANDHAR","Sandhar Technologies Limited","Jayant Davar","01-MAR-2021 to 01-MAR-2021","2000",,"31311517","Reg29(2)","01-Mar-2021, 19-54"
"SAKAR","Sakar Healthcare Limited","Sanjay R. Shah","27-FEB-2021 to 27-FEB-2021","657000",,"9908543","Reg29(2)","01-Mar-2021, 19-44"
"SIGIND","Signet Industries Limited","Mukesh Sangla","26-FEB-2021 to 26-FEB-2021","2873",,"818486","Reg29(2)","01-Mar-2021, 19-44"
"MOHITIND","Mohit Industries Limited","Madhu Narayan Saboo","26-FEB-2021 to 26-FEB-2021","33239",,"479598","Reg29(2)","01-Mar-2021, 19-12"
"SHREDIGCEM","Shree Digvijay Cement Co.Ltd","Anil Singhvi","26-FEB-2021 to 01-MAR-2021","300000",,"1169492","Reg29(1)","01-Mar-2021, 19-10"
"SANDHAR","Sandhar Technologies Limited","Mr Jayant Davar","26-FEB-2021 to 26-FEB-2021","1000",,"31309517","Reg29(2)","01-Mar-2021, 10-28"
"SANGINITA","Sanginita Chemicals Limited","Anitaben R. Aswar","24-FEB-2021 to 24-FEB-2021","500000",,"912632","Reg29(2)","01-Mar-2021, 10-26"
"SANGINITA","Sanginita Chemicals Limited","Hansaben D. Chavada","24-FEB-2021 to 24-FEB-2021",,"500000","985000","Reg29(2)","01-Mar-2021, 10-18"
"ASHAPURMIN","Ashapura Minechem Limited","Ashapura Industrial Finance Limited","25-FEB-2021 to 25-FEB-2021","50000",,"9198886","Reg29(2)","01-Mar-2021, 10-16"
"BLKASHYAP","B. L. Kashyap and Sons Limited","ACACIA II PARTNERS LP,ACACIA INSTITUTIONAL PARTNERS LP , ACACIA PARTNERS LP, ACACIA CONSERVATION FUND LP, ACACIA BANYAN PARTNERS","24-FEB-2021 to 24-FEB-2021",,"5493962","5575258","Reg29(2)","01-Mar-2021, 10-14"
"PALASHSECU","Palash Securities Limited","Sonali Commercial Limited","25-FEB-2021 to 26-FEB-2021","34061",,"503966","Reg29(2)","01-Mar-2021, 10-12"
"RGL","Renaissance Global Limited","Amit Chandrakant Shah","24-FEB-2021 to 24-FEB-2021",,"60355","471124","Reg29(2)","01-Mar-2021, 10-12"
"EQUITAS","Equitas Holdings Limited","CDC Group PLC","25-FEB-2021 to 25-FEB-2021",,"8930410","17860820","Reg29(2)","01-Mar-2021, 06-56"
"VEDL","Vedanta Limited","First Abu Dhabi Bank PJSC (acting as a facility agent and on the instructions of all Lenders","24-FEB-2021 to 24-FEB-2021",,,"2048458132","Reg29(1)","26-Feb-2021, 20-40"
"VBL","Varun Beverages Limited","Ravi Kant Jaipuria and Sons HUF","26-FEB-2021 to 26-FEB-2021",,"53881805","0","Reg29(2)","26-Feb-2021, 20-38"
"VBL","Varun Beverages Limited","Ravi Kant Jaipuria","26-FEB-2021 to 26-FEB-2021","53881805",,"53881805","Reg29(2)","26-Feb-2021, 20-38"
"VBL","Varun Beverages Limited","Ravi Kant Jaipuria","26-FEB-2021 to 26-FEB-2021","53881805",,"53881805","Reg29(1)","26-Feb-2021, 20-38"
"AJOONI","Ajooni Biotech Limited","Ajooni Biotech Limited","12-NOV-2020 to 12-NOV-2020","600000",,"1518050","Reg29(2)","26-Feb-2021, 20-36"
"DEEPAKFERT","Deepak Fertilizers And Petrochemicals Corporation Limited","Robust Marketing Services Private Limited","25-FEB-2021 to 25-FEB-2021","35000",,"10039544","Reg29(2)","26-Feb-2021, 20-36"
"LINCOLN","Lincoln Pharmaceuticals Limited","Mr. Aniruddh H Patel","25-FEB-2021 to 25-FEB-2021","17500",,"68700","Reg29(2)","26-Feb-2021, 20-32"
"LINCOLN","Lincoln Pharmaceuticals Limited","Mr. Jigar Hashmukhbhai Patel","25-FEB-2021 to 25-FEB-2021","17500",,"68700","Reg29(2)","26-Feb-2021, 20-32"
"SIGIND","Signet Industries Limited","Mukesh Sangla","26-FEB-2021 to 26-FEB-2021","2873",,"818486","Reg29(2)","26-Feb-2021, 20-32"
"ESABINDIA","Esab India Limited","ACACIA II PARTNERS LP,ACACIA INSTITUTIONAL PARTNERS LP , ACACIA PARTNERS LP, ACACIA CONSERVATION FUND LP, ACACIA BANYAN PARTNERS","24-FEB-2021 to 24-FEB-2021",,"530000","975908","Reg29(2)","26-Feb-2021, 20-30"
"LGBFORGE","LGB Forge Limited","K Arjun","24-FEB-2021 to 24-FEB-2021",,"100000","350070","Reg29(2)","26-Feb-2021, 20-26"
"LGBFORGE","LGB Forge Limited","K Arjun","25-FEB-2021 to 25-FEB-2021",,"100000","250070","Reg29(2)","26-Feb-2021, 20-26"
"USHAMART","Usha Martin Limited","Basant Kumar Jhawar","25-FEB-2021 to 25-FEB-2021",,"82000","310","Reg29(2)","26-Feb-2021, 20-14"
"KHADIM","Khadim India Limited","Siddhartha Roy Burman","24-FEB-2021 to 24-FEB-2021","1000",,"1680649","Reg29(2)","26-Feb-2021, 20-10"
"URJA","Urja Global Limited","Nandanvan Commercial Private Limited","24-FEB-2021 to 24-FEB-2021","18131535",,"178147417","Reg29(2)","26-Feb-2021, 20-10"
"ORIENTALTL","Oriental Trimex Limited","Elite Stonetech Private Limited","23-FEB-2021 to 23-FEB-2021",,"500000","344602","Reg29(2)","26-Feb-2021, 18-12"
"JUSTDIAL","Just Dial Limited","HDFC Mutual Fund: HDFC Trustee Company Limited A/c - HDFC Balanced Advantage Fund","24-FEB-2021 to 24-FEB-2021",,"1690653","3465010","Reg29(2)","26-Feb-2021, 18-10"
"LGBFORGE","LGB Forge Limited","K ARJUN","25-FEB-2021 to 25-FEB-2021",,"100000","250070","Reg29(2)","26-Feb-2021, 16-36"
"LGBFORGE","LGB Forge Limited","K ARJUN","24-FEB-2021 to 24-FEB-2021",,"100000","350070","Reg29(2)","26-Feb-2021, 16-36"
"GAMMNINFRA","Gammon Infrastructure Projects Limited","ICICI Bank Limited","23-FEB-2021 to 23-FEB-2021",,"23000000","112672844","Reg29(2)","26-Feb-2021, 13-14"
"GAMMNINFRA","Gammon Infrastructure Projects Limited","ICICI Bank Limited","24-FEB-2021 to 24-FEB-2021",,"19657237","93015607","Reg29(2)","26-Feb-2021, 13-14"
"INDUSINDBK","Indusind Bank Limited","Indusind International Holdings Ltd and IndusInd Ltd","18-FEB-2021 to 18-FEB-2021","0",,"117516010","Reg29(2)","26-Feb-2021, 13-14"
"MMP","MMP Industries Limited","238 Plan LLC","24-FEB-2021 to 24-FEB-2021","0",,"44000","Reg29(1)","26-Feb-2021, 13-14"
"MMP","MMP Industries Limited","Massachusetts Institute of Technology","24-FEB-2021 to 24-FEB-2021","120000",,"1244000","Reg29(1)","26-Feb-2021, 13-14"
"SANDHAR","Sandhar Technologies Limited","Mr. Jayant Davar","25-FEB-2021 to 25-FEB-2021","2000",,"31308517","Reg29(2)","26-Feb-2021, 13-14"
"SREEL","Sreeleathers Limited","Satyabrata Dey along with PAC","12-JAN-2021 to 23-FEB-2021","0",,"16738824","Reg29(2)","26-Feb-2021, 13-14"
"TEXRAIL","Texmaco Rail & Engineering Limited","Saroj Kumar Poddar along with PAC","24-FEB-2021 to 24-FEB-2021","16129031",,"20186771","Reg29(2)","26-Feb-2021, 13-14"
"ESABINDIA","Esab India Limited","SBI Mutual Fund under its Various Schemes","24-FEB-2021 to 24-FEB-2021","524909",,"925225","Reg29(1)","26-Feb-2021, 08-48"
"TEXRAIL","Texmaco Rail & Engineering Limited","Adventz Finance Private Limited alongwith PAC","24-FEB-2021 to 24-FEB-2021","9354839",,"17982239","Reg29(2)","26-Feb-2021, 08-46"
"HSCL","Himadri Speciality Chemical Limited","BC India Investments","25-FEB-2021 to 25-FEB-2021",,"35000000","53178860","Reg29(2)","25-Feb-2021, 23-46"
"SHRENIK","Shrenik Limited","Kaivan Vimawala","23-FEB-2021 to 24-FEB-2021",,"93154","21434078","Reg29(2)","25-Feb-2021, 20-20"
"SHRENIK","Shrenik Limited","Kaivan Vimawala","18-FEB-2021 to 19-FEB-2021",,"97320","21527232","Reg29(2)","25-Feb-2021, 20-12"
"DEEPAKFERT","Deepak Fertilizers And Petrochemicals Corporation Limited","Robust Marketing Services Private Limited","24-FEB-2021 to 24-FEB-2021","50000",,"10004544","Reg29(2)","25-Feb-2021, 20-06"
"BOSCHLTD","Bosch Limited","Robert Bosch GmbH along with PACs","24-FEB-2021 to 24-FEB-2021",,"19984324","0","Reg29(2)","25-Feb-2021, 19-12"
"ADANIGREEN","Adani Green Energy Limited","SBICAP Trustee Company Limited","24-FEB-2021 to 24-FEB-2021",,"1000000","1700000","Reg29(2)","25-Feb-2021, 19-10"
"BOSCHLTD","Bosch Limited","Robert Bosch Internationale Beteiligungen AG","24-FEB-2021 to 24-FEB-2021","19984324",,"19984324","Reg29(2)","25-Feb-2021, 19-10"
"BOSCHLTD","Bosch Limited","Robert Bosch Internationale Beteiligungen AG","24-FEB-2021 to 24-FEB-2021","19984324",,"19984324","Reg29(1)","25-Feb-2021, 19-04"
"CMICABLES","CMI Limited","M V S Ananthakrishnan","16-FEB-2021 to 16-FEB-2021","1000000",,"1000000","Reg29(1)","25-Feb-2021, 18-00"
"L&TFH","L&T Finance Holdings Limited","Larsen & Toubro Limited","24-FEB-2021 to 24-FEB-2021","293484370",,"1571004573","Reg29(2)","25-Feb-2021, 18-00"
"SANDHAR","Sandhar Technologies Limited","Mr. Jayant Davar","24-FEB-2021 to 24-FEB-2021","3000",,"31306517","Reg29(2)","25-Feb-2021, 17-58"
"SIGIND","Signet Industries Limited","Mukesh Sangla","24-FEB-2021 to 24-FEB-2021","700",,"815613","Reg29(2)","25-Feb-2021, 17-58"
"MANINFRA","Man Infraconstruction Limited","Parag K. Shah alongwith PACs","23-FEB-2021 to 23-FEB-2021","55428",,"162658964","Reg29(2)","25-Feb-2021, 17-56"
"ELECON","Elecon Engineering Company Limited","Catalyst Trusteeship Limited","23-FEB-2021 to 23-FEB-2021",,"6247900","2100","Reg29(2)","25-Feb-2021, 13-52"
"GAMMNINFRA","Gammon Infrastructure Projects Limited","ICICI Bank Limited","22-FEB-2021 to 22-FEB-2021",,"33327056","135672844","Reg29(2)","25-Feb-2021, 11-58"
"PALASHSECU","Palash Securities Limited","Sonali Commercial Limited","23-FEB-2021 to 24-FEB-2021","46609",,"469905","Reg29(2)","25-Feb-2021, 11-58"
"SANGHVIFOR","Sanghvi Forging and Engineering Limited","Orbit Financial Capital","22-FEB-2021 to 22-FEB-2021","1000000",,"1000000","Reg29(1)","25-Feb-2021, 11-58"
"SIGIND","Signet Industries Limited","Mukesh Sangla","24-FEB-2021 to 24-FEB-2021","700",,"815613","Reg29(2)","25-Feb-2021, 11-58"
"VENUSREM","Venus Remedies Limited","Pawan Chaudhary","23-FEB-2021 to 23-FEB-2021","600000",,"600000","Reg29(2)","25-Feb-2021, 09-46"
"VENUSREM","Venus Remedies Limited","Pawan Chaudhary","23-FEB-2021 to 23-FEB-2021","0",,"987000","Reg29(2)","25-Feb-2021, 09-46"
"VENUSREM","Venus Remedies Limited","Manu Chaudhary","23-FEB-2021 to 23-FEB-2021","0",,"1143000","Reg29(2)","25-Feb-2021, 09-44"
"VENUSREM","Venus Remedies Limited","Manu Chaudhary","23-FEB-2021 to 23-FEB-2021","425000",,"425000","Reg29(2)","25-Feb-2021, 09-44"
"ASHAPURMIN","Ashapura Minechem Limited","Ashapura Industrial Finance Limited","23-FEB-2021 to 23-FEB-2021","50000",,"9148886","Reg29(2)","25-Feb-2021, 09-42"
"BHAGERIA","Bhageria Industries Limited","Rahul Bhageria","22-FEB-2021 to 23-FEB-2021","27261",,"1189913","Reg29(2)","25-Feb-2021, 09-40"
"MANGLMCEM","Mangalam Cement Limited","Rambara Trading Private Limited","22-FEB-2021 to 23-FEB-2021","21900",,"421900","Reg29(2)","25-Feb-2021, 09-40"
"DEEPAKFERT","Deepak Fertilizers And Petrochemicals Corporation Limited","Robust Marketing Services Private Limited","23-FEB-2021 to 23-FEB-2021","117115",,"9954544","Reg29(2)","24-Feb-2021, 19-32"
"MONTECARLO","Monte Carlo Fashions Limited","Kanchi Investments Limited","23-FEB-2021 to 23-FEB-2021",,"1042843","799489","Reg29(2)","24-Feb-2021, 19-00"
"AFFLE","Affle (India) Limited","Affle Holdings Pte Ltd (Singapore)","24-FEB-2021 to 24-FEB-2021",,"306826","11943093","Reg29(2)","24-Feb-2021, 17-58"
"USHAMART","Usha Martin Limited","Peterhouse Investments India Limited and other Promoters as PAC","22-FEB-2021 to 23-FEB-2021",,"37300","19616529","Reg29(2)","24-Feb-2021, 17-02"
"OLECTRA","Olectra Greentech Limited","Gyanmay Investment Advisors LLP","16-FEB-2021 to 16-FEB-2021",,"590914","5435763","Reg29(2)","24-Feb-2021, 17-00"
"SIGIND","Signet Industries Limited","Mukesh Sangla","23-FEB-2021 to 23-FEB-2021","2051",,"814913","Reg29(2)","24-Feb-2021, 17-00"
"SIGIND","Signet Industries Limited","Mukesh Sangla","23-FEB-2021 to 23-FEB-2021","2051",,"814913","Reg29(2)","24-Feb-2021, 16-58"
"HSCL","Himadri Speciality Chemical Limited","BC India Investments","22-FEB-2021 to 24-FEB-2021",,"15000000","88178860","Reg29(2)","24-Feb-2021, 16-56"
"TERASOFT","Tera Software Limited","Merlin Holdings Pvt. Ltd.","22-FEB-2021 to 22-FEB-2021",,"1700000","0","Reg29(2)","24-Feb-2021, 16-38"
